,color,fullpath,length
737,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020412_C057_Proxy.mp4,3.5
738,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020412_C058_Proxy.mp4,3.291667
739,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02020413_C059_Proxy.mp4,3.708333
740,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02020413_C060_Proxy.mp4,4.458333
741,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020413_C061_Proxy.mp4,3.416667
742,LightCoral and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A032_02020420_C062_Proxy.mp4,34.083333
743,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020421_C063_Proxy.mp4,6.958333
744,LightCoral and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A032_02020421_C064_Proxy.mp4,4.791667
745,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020504_C065_Proxy.mp4,6.083333
746,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020504_C066_Proxy.mp4,4.791667
747,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020504_C067_Proxy.mp4,8.083333
748,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020504_C068_Proxy.mp4,14.458333
749,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020505_C069_Proxy.mp4,20.0
750,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020505_C070_Proxy.mp4,15.208333
751,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020507_C071_Proxy.mp4,40.416667
752,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020508_C072_Proxy.mp4,12.541667
753,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020508_C073_Proxy.mp4,5.625
754,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020509_C074_Proxy.mp4,4.125
755,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020509_C075_Proxy.mp4,35.625
756,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020510_C076_Proxy.mp4,91.416667
757,Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020517_C077_Proxy.mp4,177.083333
758,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020544_C078_Proxy.mp4,180.958333
759,Teal and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020547_C079_Proxy.mp4,21.375
760,Teal and Yellow,E:\CLOUD FILM MEDIA\PROXIES\A032_02020548_C080_Proxy.mp4,14.666667
761,Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020548_C081_Proxy.mp4,7.958333
762,Teal and Yellow,E:\CLOUD FILM MEDIA\PROXIES\A032_02020548_C082_Proxy.mp4,151.75
763,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020556_C083_Proxy.mp4,24.208333
764,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020556_C084_Proxy.mp4,32.833333
765,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020557_C085_Proxy.mp4,73.583333
766,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020557_C086_Proxy.mp4,48.041667
767,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020558_C087_Proxy.mp4,39.083333
768,Teal and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020558_C088_Proxy.mp4,11.041667
769,Teal and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020559_C089_Proxy.mp4,12.5
770,Teal and Green,E:\CLOUD FILM MEDIA\PROXIES\A032_02020559_C090_Proxy.mp4,10.208333
771,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020559_C091_Proxy.mp4,70.75
772,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020600_C092_Proxy.mp4,27.333333
773,Malibu and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020601_C093_Proxy.mp4,14.583333
774,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\A032_02020601_C094_Proxy.mp4,14.875
775,Malibu and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020601_C095_Proxy.mp4,6.541667
776,Gray and DeepSkyBlue,E:\CLOUD FILM MEDIA\PROXIES\A032_02020601_C096_Proxy.mp4,8.666667
777,Black and Green,E:\CLOUD FILM MEDIA\PROXIES\A032_02020957_C097_Proxy.mp4,10.416667
778,Black and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020958_C098_Proxy.mp4,28.416667
779,Black and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020958_C099_Proxy.mp4,3.5
780,Black and Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020958_C100_Proxy.mp4,6.083333
781,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020959_C101_Proxy.mp4,4.458333
782,Black and Chartreuse,E:\CLOUD FILM MEDIA\PROXIES\A032_02020959_C102_Proxy.mp4,11.041667
783,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020959_C103_Proxy.mp4,16.458333
784,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020959_C104_Proxy.mp4,14.458333
785,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021000_C105_Proxy.mp4,42.708333
786,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021001_C106_Proxy.mp4,14.541667
787,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021001_C107_Proxy.mp4,41.375
788,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021002_C108_Proxy.mp4,19.458333
789,Black and Green,E:\CLOUD FILM MEDIA\PROXIES\A032_02021002_C109_Proxy.mp4,8.25
790,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021003_C110_Proxy.mp4,48.083333
791,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021004_C111_Proxy.mp4,133.708333
792,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021006_C112_Proxy.mp4,35.625
793,Black and Blue,E:\CLOUD FILM MEDIA\PROXIES\A032_02021109_C113_Proxy.mp4,22.25
794,Teal and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02021110_C114_Proxy.mp4,11.75
795,Teal and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02021110_C115_Proxy.mp4,89.625
796,Gray and DeepSkyBlue,E:\CLOUD FILM MEDIA\PROXIES\A032_02021116_C116_Proxy.mp4,56.708333
797,Navy and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02021120_C117_Proxy.mp4,153.291667
798,Navy and Green,E:\CLOUD FILM MEDIA\PROXIES\A032_02021123_C118_Proxy.mp4,26.458333
799,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02021131_C119_Proxy.mp4,56.541667
800,Black and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02021132_C120_Proxy.mp4,57.625
801,Navy and Green,E:\CLOUD FILM MEDIA\PROXIES\A032_02021133_C121_Proxy.mp4,49.333333
802,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0092_Proxy.mp4,290.9907
803,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0093_Proxy.mp4,124.991533
804,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0094_Proxy.mp4,290.957333
805,Rose and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0095_Proxy.mp4,249.182267
806,Olive and Navy,E:\CLOUD FILM MEDIA\PROXIES\DJI_0096_Proxy.mp4,290.9907
807,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0097_Proxy.mp4,290.9907
808,Teal and Purple,E:\CLOUD FILM MEDIA\PROXIES\DJI_0098_Proxy.mp4,16.850167
809,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0099_Proxy.mp4,52.185467
810,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0100_Proxy.mp4,290.9907
811,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0101_Proxy.mp4,290.9907
812,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0102_Proxy.mp4,290.9907
813,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0103_Proxy.mp4,103.970533
814,Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0105_Proxy.mp4,56.623233
815,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0106_Proxy.mp4,234.467567
816,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0107_Proxy.mp4,8.141467
817,Black and Chartreuse,E:\CLOUD FILM MEDIA\PROXIES\DJI_0108_Proxy.mp4,13.6136
818,Black and Malibu,E:\CLOUD FILM MEDIA\PROXIES\DJI_0109_Proxy.mp4,255.622033
819,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\DJI_0110_Proxy.mp4,187.620767
820,Navy and Lime,E:\CLOUD FILM MEDIA\PROXIES\DJI_0111_Proxy.mp4,290.9907
821,Gray and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0112_Proxy.mp4,290.9907
822,Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0113_Proxy.mp4,2.535867
823,Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0114_Proxy.mp4,290.9907
824,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0115_Proxy.mp4,100.366933
825,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\DJI_0116_Proxy.mp4,100.3002
826,Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0117_Proxy.mp4,18.8188
827,Gray and Blue,E:\CLOUD FILM MEDIA\PROXIES\DJI_0118_Proxy.mp4,290.957333
828,Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0119_Proxy.mp4,290.957333
829,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\DJI_0120_Proxy.mp4,127.9278
830,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0121_Proxy.mp4,30.196833
831,Gray and Navy,E:\CLOUD FILM MEDIA\PROXIES\DJI_0122_Proxy.mp4,290.957333
832,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\DJI_0123_Proxy.mp4,278.211267
833,Cyan and Fuchsia,E:\CLOUD FILM MEDIA\PROXIES\DJI_0124_Proxy.mp4,227.260367
834,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0125_Proxy.mp4,5.638967
835,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0126_Proxy.mp4,155.922433
836,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0127_Proxy.mp4,194.661133
837,Black and Dolly,E:\CLOUD FILM MEDIA\PROXIES\DJI_0128_Proxy.mp4,290.9907
838,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0129_Proxy.mp4,20.053367
839,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0130_Proxy.mp4,290.9907
840,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0131_Proxy.mp4,39.506133
841,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0135_Proxy.mp4,290.957333
842,Navy and Lime,E:\CLOUD FILM MEDIA\PROXIES\DJI_0136_Proxy.mp4,59.793067
843,Cyan and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0138_Proxy.mp4,127.6275
844,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0139_Proxy.mp4,164.931433
845,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0142_Proxy.mp4,291.0908
846,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0143_Proxy.mp4,139.772967
847,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0144_Proxy.mp4,104.104
848,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0145_Proxy.mp4,133.766967
849,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0150_Proxy.mp4,126.693233
850,Gray and Green,E:\CLOUD FILM MEDIA\PROXIES\DJI_0153_Proxy.mp4,290.957333
851,Gray and Navy,E:\CLOUD FILM MEDIA\PROXIES\DJI_0154_Proxy.mp4,67.333933
852,Black and Dolly,E:\CLOUD FILM MEDIA\PROXIES\DJI_0155_Proxy.mp4,252.7525
853,Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0158_Proxy.mp4,88.354933
854,Gray and Green,E:\CLOUD FILM MEDIA\PROXIES\DJI_0160_Proxy.mp4,78.4784
855,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\DJI_0162_Proxy.mp4,97.2972
856,White and Blue,E:\CLOUD FILM MEDIA\PROXIES\DJI_0173_Proxy.mp4,164.0639
857,Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0177_Proxy.mp4,112.479033
858,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0178_Proxy.mp4,290.9907
859,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0179_Proxy.mp4,4.938267
860,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0187_Proxy.mp4,198.0979
861,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0198_Proxy.mp4,55.9559
862,Gray and Olive,E:\CLOUD FILM MEDIA\PROXIES\DJI_0199_Proxy.mp4,152.385567
863,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0200_Proxy.mp4,290.957333
864,Teal and Purple,E:\CLOUD FILM MEDIA\PROXIES\DJI_0201_Proxy.mp4,152.018533
865,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0203_Proxy.mp4,12.379033
866,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0204_Proxy.mp4,212.979433
867,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0207_Proxy.mp4,290.9907
868,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0208_Proxy.mp4,290.9907
869,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0209_Proxy.mp4,3.636967
870,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0210_Proxy.mp4,140.874067
871,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0211_Proxy.mp4,291.157533
872,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0212_Proxy.mp4,290.9907
873,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0213_Proxy.mp4,13.146467
874,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0214_Proxy.mp4,66.232833
875,Black and Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0216_Proxy.mp4,290.9907
876,Navy and Orange,E:\CLOUD FILM MEDIA\PROXIES\DJI_0217_Proxy.mp4,202.769233
877,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0218_Proxy.mp4,290.9907
878,Green and Purple,E:\CLOUD FILM MEDIA\PROXIES\DJI_0219_Proxy.mp4,136.703233
879,Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0220_Proxy.mp4,290.9907
880,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0221_Proxy.mp4,13.847167
881,Black and White,E:\CLOUD FILM MEDIA\PROXIES\DJI_0222_Proxy.mp4,70.904167
882,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0223_Proxy.mp4,290.9907
883,Black and Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0224_Proxy.mp4,122.255467
884,Black and Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0225_Proxy.mp4,171.7716
885,Green and Purple,E:\CLOUD FILM MEDIA\PROXIES\DJI_0226_Proxy.mp4,290.9907
886,Gray and DeepSkyBlue,E:\CLOUD FILM MEDIA\PROXIES\DJI_0227_Proxy.mp4,290.9907
887,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0228_Proxy.mp4,4.471133
888,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0229_Proxy.mp4,32.298933
889,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0233_Proxy.mp4,137.704233
890,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\DJI_0235_Proxy.mp4,208.208
891,Navy and Olive,E:\CLOUD FILM MEDIA\PROXIES\DJI_0236_Proxy.mp4,290.9907
892,Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0237_Proxy.mp4,290.9907
893,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0238_Proxy.mp4,290.9907
894,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\DJI_0239_Proxy.mp4,227.227
895,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0240_Proxy.mp4,290.9907
896,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0241_Proxy.mp4,290.9907
897,Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0242_Proxy.mp4,290.957333
898,Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0243_Proxy.mp4,139.172367
899,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\DJI_0244_Proxy.mp4,290.9907
900,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0245_Proxy.mp4,168.601767
901,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\DJI_0246_Proxy.mp4,290.9907
902,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\DJI_0247_Proxy.mp4,154.087267
903,Black and Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0248_Proxy.mp4,12.045367
904,Black and Gray,E:\CLOUD FILM MEDIA\PROXIES\DJI_0249_Proxy.mp4,96.329567
905,Gray and Navy,E:\CLOUD FILM MEDIA\PROXIES\DJI_0251_Proxy.mp4,54.2542
906,Black and White,E:\CLOUD FILM MEDIA\PROXIES\DJI_0252_Proxy.mp4,291.024067
907,Teal and Lime,E:\CLOUD FILM MEDIA\PROXIES\DJI_0253_Proxy.mp4,132.765967
